"","COU","YEAR","FOODTFAT.PROPERQT","FOODCALT.CALPERQT","FOODPROT.PROPERQT","FOODSUCR.KGPPERNB","FOODFRUI.KGPPERNB","ACOLALCT.LIPPERNB","FOODVEGG.KGPPERNB","PHARMAEXP.PC_GDP","HRWKD.HR_WKD","MNTDISORDSHR.PC_POBL"
"1","AUS",2005,137.3,3099,104.9,46.8,108.1,10.5,97.8,1.216,1808,18.19619138
"2","AUS",2006,143.4,3156,104.6,46.4,100.7,10.8,97.5,1.22,1802,18.17163762
"3","AUS",2007,143.9,3198,108.3,47.4,105.2,10.8,99.7,1.226,1803,18.14013497
"4","AUS",2008,141,3199,106.5,47,101.6,10.8,102.3,1.272,1799,18.11224713
"5","AUS",2009,143.6,3205,103.3,45.9,98.7,10.7,97,1.33,1767,18.0700069
"6","AUS",2010,145.9,3213,103.8,46.1,100,10.4,97.8,1.318,1778,18.04403064
"7","AUS",2011,148.6,3237,105.9,46.5,94.9,10.2,95.8,1.308,1774,18.00562541
"8","AUS",2012,152.4,3257,104.5,45.9,91.5,10,99.9,1.328,1771,17.98488454
"9","AUS",2013,150.9,3276,106.3,46.1,88.2,9.9,102.8,1.313,1766,17.94983809
"10","AUS",2014,155.6,3407,107.3,61.8,71.7,9.7,86.7,1.3,1755,17.90478661
"11","AUS",2015,156.7,3393,109.6,60.5,71.6,9.8,90.4,1.352,1751,17.85192927
"12","AUS",2016,157.6,3416,110.2,60,78.2,9.5,93.3,1.395,1739,17.82295457
"13","AUT",2005,152.3,3640,102.7,49.6,143.7,12.6,93.1,1.274,1632,14.49833169
"14","AUT",2006,162.3,3719,101.5,48.8,144.1,12.9,94.8,1.265,1617,14.49278321
"15","AUT",2007,162.8,3737,103.7,46.9,149.7,12.9,95.9,1.286,1606,14.48164186
"16","AUT",2008,161.9,3717,101.8,48.8,156.7,12.4,101.8,1.306,1599,14.47924113
"17","AUT",2009,167.8,3723,102.4,46.8,130.5,12.1,101.2,1.265,1558,14.45264733
"18","AUT",2010,170.3,3724,101.8,48.3,130.7,12.5,105.7,1.249,1552,14.45296461
"19","AUT",2011,166.2,3735,103.3,47.7,155.8,12.2,109.3,1.232,1557,14.44989884
"20","AUT",2012,167.7,3739,103.4,47.3,156.4,12.4,103.8,1.23,1535,14.45423776
"21","AUT",2013,170.4,3768,106.2,45.3,154.1,12.4,103.7,1.223,1520,14.45567139
"22","AUT",2014,162.2,3672,106.5,44.9,89.6,12.8,101.9,1.259,1510,14.4594251
"23","AUT",2015,163.7,3664,107.1,46.9,89.6,11.9,89.3,1.274,1495,14.46326367
"24","AUT",2016,162.3,3659,109.6,48.5,79,12.1,94.5,1.239,1507,14.46000954
"25","BEL",2005,163.3,3716,99.3,53.2,69.9,12.2,124.6,1.564,1578,15.35459411
"26","BEL",2006,163.6,3716,100.1,51,87.2,10.9,122.6,1.5,1592,15.38919702
"27","BEL",2007,165.2,3713,101.2,50.4,84.1,10.3,129.1,1.518,1594,15.41155009
"28","BEL",2008,162.4,3702,98.4,52.6,90.4,10.5,129.2,1.425,1582,15.44958373
"29","BEL",2009,159.4,3697,96.1,54.4,78.1,10.1,128.9,1.464,1563,15.46827859
"30","BEL",2010,161.3,3707,96.9,57.1,70.7,10.3,117.1,1.412,1574,15.49302188
"31","BEL",2011,167.7,3720,96.6,50.5,59.8,10.1,129.2,1.41,1590,15.48898783
"32","BEL",2012,161.6,3715,99,55.7,61.7,10.1,130.3,1.341,1587,15.49207762
"33","BEL",2013,162.3,3733,99.6,52.4,71.4,10.3,136.4,1.326,1586,15.48163448
"34","BEL",2014,161.7,3789,98.5,53.3,150.5,10.6,112.4,1.297,1582,15.49554333
"35","BEL",2015,166.6,3804,98.9,61.5,116.3,10.4,103.4,1.325,1575,15.49413966
"36","BEL",2016,165.2,3774,99.8,58.8,120.7,9.4,115.4,1.3,1574,15.49780274
"37","CAN",2005,144.3,3475,102.1,53.8,129.3,8,119.2,1.632,1745,14.5486735
"38","CAN",2006,143.2,3470,103.5,52.8,131.9,8.2,121.1,1.675,1744,14.61905076
"39","CAN",2007,144.9,3483,104.4,53.3,142.7,8.4,122.6,1.674,1744,14.70029386
"40","CAN",2008,145.8,3465,104.7,51.3,132.8,8.4,114.1,1.683,1741,14.80018797
"41","CAN",2009,145.3,3440,103.1,49.5,134,8.4,113.1,1.88,1712,14.91423925
"42","CAN",2010,148.1,3447,104.1,46.1,133.3,8.4,110.7,1.946,1715,15.06168603
"43","CAN",2011,149.7,3474,103.9,50,128.6,8.2,113,1.858,1713,15.080861
"44","CAN",2012,149,3485,104.6,48.2,125.8,8.3,115.2,1.828,1722,15.09696466
"45","CAN",2013,147.1,3494,105,48.3,135.7,8.2,108.5,1.765,1716,15.12262958
"46","CAN",2014,157.1,3414,98.7,93.5,96.1,8,105.4,1.697,1710,15.14537574
"47","CAN",2015,158.5,3419,97.6,93.1,93.1,8,103.4,1.787,1712,15.15912579
"48","CAN",2016,157.5,3494,102.4,90.4,99.4,8.1,104.8,1.825,1706,15.17458086
"49","CZE",2005,128.1,3318,99.3,37.6,69.7,12,79,1.63,1803,11.97898018
"50","CZE",2006,137.7,3279,95.3,32.1,68.9,11.9,77.6,1.447,1789,11.9690466
"51","CZE",2007,134.3,3261,95.1,34.7,70.2,12.1,75.4,1.33,1775,11.95726452
"52","CZE",2008,137.7,3268,93.8,35,76.8,12.1,77.6,1.323,1790,11.93918921
"53","CZE",2009,136.2,3276,92.6,38.9,75.8,12.1,72,1.605,1779,11.93679917
"54","CZE",2010,137.7,3276,92.8,40.4,72,11.4,70.5,1.404,1799,11.92209421
"55","CZE",2011,133.3,3251,90.8,41.3,68.6,11.5,74,1.415,1805,11.91866606
"56","CZE",2012,137,3243,86.9,43.6,58.7,11.6,68.2,1.5,1776,11.89407704
"57","CZE",2013,137.1,3256,87.5,42.9,65.6,11.5,72.2,1.4,1764,11.88927668
"58","CZE",2014,128.5,3197,87.4,56.3,50.5,11.9,73.5,1.312,1774,11.89228053
"59","CZE",2015,125,3122,87.4,48.2,56.3,11.5,72.9,1.256,1751,11.89107728
"60","CZE",2016,137.3,3239,88.6,46.7,54.6,11.7,79.5,1.239,1774,11.88029338
"61","DNK",2005,137.5,3414,115.6,50.8,136.4,12.7,97.7,0.78,1451,13.69306162
"62","DNK",2006,130.9,3407,112.9,54,127,12.2,99.6,0.799,1456,13.68858303
"63","DNK",2007,130.4,3445,110.6,62.7,111.1,12.1,97.2,0.829,1433,13.67401398
"64","DNK",2008,127.2,3326,109.3,53.5,111,10.9,100.1,0.792,1430,13.67166013
"65","DNK",2009,131.3,3340,103.9,52.4,122,10.1,116.9,0.813,1417,13.67109098
"66","DNK",2010,130.3,3398,110.4,53.6,100.5,10.3,120.8,0.837,1422,13.66031267
"67","DNK",2011,131.3,3348,106.4,53.3,98.7,10.5,121.9,0.797,1437,13.64669847
"68","DNK",2012,134.1,3331,103.8,55.5,125.2,9.3,109.3,0.759,1423,13.65654274
"69","DNK",2013,134.5,3367,108.9,55.5,121.6,9.4,105.3,0.704,1426,13.64428347
"70","DNK",2014,131.4,3355,108.7,54.8,58.9,9.5,97.5,0.697,1414,13.65031779
"71","DNK",2015,131.4,3342,109.6,54.9,58,9.3,93.4,0.692,1407,13.64105151
"72","DNK",2016,133.7,3368,114.3,54.9,56.9,9.4,97.4,0.67,1412,13.63843301
"73","FIN",2005,127.5,3201,106,34,94.3,10,78.7,1.304,1613,14.8308368
"74","FIN",2006,129.1,3237,108.1,33.4,89.8,10.1,74.6,1.172,1608,14.8568641
"75","FIN",2007,131.7,3281,110.5,34.5,93.6,10.5,79.1,1.146,1605,14.87131503
"76","FIN",2008,131.7,3236,111.8,29.9,87.7,10.3,78,1.176,1601,14.89925725
"77","FIN",2009,131.1,3233,109.9,33.8,89.8,10,84.7,1.242,1580,14.91146741
"78","FIN",2010,134.4,3280,112.4,30.8,89.5,9.7,80.2,1.192,1585,14.93666863
"79","FIN",2011,138,3305,113.9,31.3,94.6,9.8,88,1.15,1578,14.91465219
"80","FIN",2012,137.5,3323,116.4,31.7,100.9,9.3,82.4,1.165,1568,14.89214437
"81","FIN",2013,140.3,3368,117.7,31.7,95.2,9.1,88.8,1.178,1560,14.88622888
"82","FIN",2014,142.1,3320,118,40.2,68.1,8.8,83.9,1.155,1558,14.86561525
"83","FIN",2015,140.7,3333,118.2,40.3,70.5,8.5,80.5,1.171,1555,14.84323565
"84","FIN",2016,140.8,3339,117.6,40.3,71,8.4,84,1.179,1555,14.8228615
"85","FRA",2005,162.9,3538,111.3,41.7,112.1,12.9,104.2,1.795,1532,15.95087872
"86","FRA",2006,162.9,3513,111,37.9,110.9,13.1,97.6,1.753,1515,15.94258465
"87","FRA",2007,160.4,3466,110.6,37.3,116.2,12.9,98.2,1.709,1537,15.93024435
"88","FRA",2008,167.3,3551,112.6,36.3,115.3,12.5,100.8,1.708,1543,15.91230967
"89","FRA",2009,165.1,3530,111.2,40.4,116,12.6,105.6,1.773,1531,15.9075256
"90","FRA",2010,163.5,3536,113.2,38,113,12.3,103.1,1.725,1540,15.89610236
"91","FRA",2011,161.4,3514,111.8,37.7,113.9,12.4,99.5,1.674,1546,15.87035223
"92","FRA",2012,157.7,3460,111.3,38,107.9,12.2,98.3,1.629,1541,15.84041581
"93","FRA",2013,159.2,3482,110.5,39.2,114.3,11.6,97.3,1.579,1526,15.82819081
"94","FRA",2014,149.3,3411,107.1,37.3,80.2,12,94.8,1.564,1518,15.79035076
"95","FRA",2015,148.6,3488,108.9,38.6,78.6,11.9,93.2,1.521,1519,15.75891609
"96","FRA",2016,149.6,3532,109.6,38.7,91.8,11.7,100.7,1.483,1522,15.73401006
"97","DEU",2005,139,3450,97,50.9,87.1,11.7,86.2,1.557,1432.4,14.82421497
"98","DEU",2006,140.7,3466,99.2,48.2,84.3,11.8,88,1.522,1453.2,14.82364042
"99","DEU",2007,146,3527,102.5,46.1,83.1,11.5,86.6,1.538,1454.1,14.82253778
"100","DEU",2008,144.1,3517,101.3,49.5,81.1,11.4,87.9,1.571,1447.3,14.81735425
"101","DEU",2009,142.8,3515,102.6,48.1,81.6,11.2,91.7,1.708,1405,14.81801372
"102","DEU",2010,144.1,3504,101.9,49.9,78.7,11.6,90,1.661,1425.7,14.81794024
"103","DEU",2011,145.7,3538,103.2,48.7,88.2,11.3,94.1,1.537,1426.9,14.8107239
"104","DEU",2012,144.3,3501,101.8,47.4,87.9,11.3,96.9,1.531,1408,14.8289557
"105","DEU",2013,141.9,3499,101.6,48.5,88.5,11.1,92.9,1.537,1396.5,14.83674107
"106","DEU",2014,142.2,3541,104.1,49,70.5,11.1,90,1.579,1400.4,14.82879866
"107","DEU",2015,143.7,3567,105.1,49.3,75.8,11.1,88.4,1.603,1401,14.83289407
"108","DEU",2016,145.1,3557,104.7,47.5,76.5,11,91.8,1.618,1395.6,14.83323015
"109","GRC",2005,149.2,3593,114.5,34,171,9.2,262.8,2.136,2025,15.95418395
"110","GRC",2006,148.2,3485,113.6,28.6,151.9,8.7,237.9,2.206,2015,15.9446887
"111","GRC",2007,149.3,3511,115.1,31.4,158.1,8.9,241.6,2.255,2001,15.93400841
"112","GRC",2008,152.5,3519,111.9,31.1,140.3,8.7,230.5,2.433,1997,15.92478934
"113","GRC",2009,153.9,3505,113.3,27.6,145.8,8.3,246.3,2.573,1973,15.90606808
"114","GRC",2010,152.3,3442,112,28.2,123.7,8.3,219.8,2.761,1931,15.89975781
"115","GRC",2011,153.9,3427,109.6,27.4,126.5,7.5,237.9,2.848,1950,15.86233158
"116","GRC",2012,148.7,3404,108.2,29.7,117.4,7.6,227.8,2.588,1990,15.79192332
"117","GRC",2013,146.7,3400,108.8,29.3,121.5,7.6,224.4,2.326,1997,15.74901523
"118","GRC",2014,152.2,3439,109.1,29.3,109.9,7.1,161.5,2.127,1949,15.68300837
"119","GRC",2015,148.2,3396,106.2,29.2,114.2,6.7,169,2.168,1935,15.6244133
"120","GRC",2016,147.5,3336,105.1,29.2,95.8,6.7,163.3,2.222,1943,15.56011187
"121","HUN",2005,138.4,3270,90.6,36,80.9,13,108,2.502,1834.1,11.99617395
"122","HUN",2006,139.1,3278,90.4,37.1,93.7,13.2,128.9,2.491,1813.9,11.99022614
"123","HUN",2007,139.6,3164,87.3,35,73.6,12.6,113.9,2.281,1787.8,11.97555292
"124","HUN",2008,139.1,3149,86.5,35.9,62,11.8,115,2.265,1791.2,11.96957266
"125","HUN",2009,136.7,3140,85.1,34.3,82.2,11.5,105,2.379,1758.2,11.97237457
"126","HUN",2010,136.7,3062,81.5,34.3,65.5,10.8,70.5,2.483,1766.4,11.95150655
"127","HUN",2011,136,3064,81.9,35.3,51.8,11.4,94,2.622,1753.7,11.94841708
"128","HUN",2012,132.7,3009,80.7,34.4,71.2,11.1,80.9,2.421,1738.3,11.95989214
"129","HUN",2013,137.7,3037,78.9,34.7,58.4,10.6,78.9,2.196,1733.6,11.95726803
"130","HUN",2014,138.1,3110,83.1,40.5,69,10.9,90.7,2.126,1748.6,11.95277875
"131","HUN",2015,147.8,3222,85.1,41.6,62.2,10.8,93.8,2.044,1745.9,11.96094332
"132","HUN",2016,149.6,3251,87.1,40.9,59.7,11.1,91.1,2.062,1760.2,11.95985289
"133","ISL",2005,144.6,3323,129.3,47.7,114.2,7.1,65.2,1.317,1637,14.39890225
"134","ISL",2006,149.1,3401,134.7,47,136.9,7.2,72.3,1.242,1627,14.37485936
"135","ISL",2007,151.3,3458,138.2,46.5,149.1,7.5,76.5,1.159,1605,14.35729444
"136","ISL",2008,149.7,3428,134.2,46.7,143.5,7.2,72.7,1.241,1625,14.3456878
"137","ISL",2009,146.4,3394,134.4,48.4,128,7.2,69.5,1.398,1536,14.347767
"138","ISL",2010,144.9,3341,131,48.8,123.9,6.8,68.5,1.361,1528,14.34360751
"139","ISL",2011,145.9,3348,131.8,47.3,124.3,6.8,69.1,1.281,1538,14.35101699
"140","ISL",2012,149.5,3396,134.1,48.2,136.9,6.8,72.3,1.227,1523,14.35166213
"141","ISL",2013,151,3380,133.5,48.2,133.1,6.8,70.1,1.136,1524,14.36052693
"142","ISL",2014,158.7,3458,136.4,48.1,83.8,7,65.2,1.067,1513,14.35826055
"143","ISL",2015,164.1,3557,140.5,49.8,86.5,7.7,65.7,1.02,1511,14.36524254
"144","ISL",2016,164.1,3572,140.8,52.8,88.6,7.5,69.2,0.938,1520,14.36475262
"145","IRL",2005,134.1,3485,113,38,111.8,13.4,71.6,1.183,1883,15.31634163
"146","IRL",2006,125.4,3503,114.2,39.6,111.9,13.4,80,1.238,1879,15.33294966
"147","IRL",2007,129.5,3532,111.6,42.4,139.1,13.2,82.2,1.277,1865,15.35013821
"148","IRL",2008,133.2,3582,112.3,43.7,149.6,12.2,88.1,1.453,1844,15.37984654
"149","IRL",2009,130.2,3571,111.6,39.2,142.9,11,87.2,1.59,1812,15.39421692
"150","IRL",2010,130.4,3591,111.7,38.3,129.8,11.6,91.5,1.557,1721,15.4307696
"151","IRL",2011,129.8,3600,108.1,49.2,123.5,11.7,96.1,1.525,1737,15.41950587
"152","IRL",2012,130,3598,105.9,48.6,150.4,11.5,97.1,1.534,1738,15.41047591
"153","IRL",2013,125.8,3600,110,46,158.6,10.6,93.9,1.394,1743,15.40671943
"154","IRL",2014,131.5,3654,106.4,90.9,61.7,10.8,87.5,1.261,1757,15.3918503
"155","IRL",2015,136.5,3717,114.3,81.6,65.8,10.7,90.9,0.955,1771,15.39206627
"156","IRL",2016,135.1,3746,111.4,84.3,65.7,11.2,93.4,0.968,1763,15.37672412
"157","ITA",2005,147.9,3567,111.4,31.9,153.6,8.7,183.4,1.699,1811.1,14.85455152
"158","ITA",2006,156.5,3625,110.9,29.9,161.5,8.4,160.2,1.698,1811.9,14.91575316
"159","ITA",2007,156.4,3618,110.7,29.7,161.6,8.4,157.7,1.627,1817.7,14.97404494
"160","ITA",2008,155.9,3595,110.6,29.7,155.7,8,153.3,1.637,1806.5,15.02657803
"161","ITA",2009,152.7,3599,112,29.6,174.4,7.3,174.8,1.698,1775.2,15.08574414
"162","ITA",2010,156.5,3583,111.7,30,152.6,7,148.1,1.672,1776.8,15.14894139
"163","ITA",2011,157.5,3575,109.9,30.8,144,7,144.4,1.627,1772.6,15.1413209
"164","ITA",2012,157.9,3575,109.1,31.5,129.9,7.5,133.8,1.461,1733.6,15.14489446
"165","ITA",2013,154.7,3579,108.5,32.1,139.8,7.4,128.9,1.497,1719.1,15.13936499
"166","ITA",2014,148.7,3487,105.9,32.7,119.6,7.6,128,1.508,1716.3,15.13717079
"167","ITA",2015,146,3483,104.6,32.5,125.3,7.1,133.9,1.582,1717.5,15.12307595
"168","ITA",2016,146.6,3472,103.6,32.5,121.1,7.1,132.1,1.54,1721.7,15.12199644
"169","JPN",2005,90.6,2829,92.4,28.7,60.3,8.5,107.8,1.54,1775,12.27209186
"170","JPN",2006,89.4,2778,90.2,27.6,55.2,7.9,106.1,1.545,1784,12.29251996
"171","JPN",2007,89,2817,90.7,30.1,57.8,7.7,104.8,1.576,1785,12.31110396
"172","JPN",2008,88.8,2734,89.1,28.4,55.1,7.5,102.9,1.632,1771,12.33075415
"173","JPN",2009,85.5,2675,87.1,27.6,52.5,7.4,100.6,1.901,1714,12.35136774
"174","JPN",2010,87.5,2685,87.6,25.3,49.1,7.3,98.9,1.875,1733,12.37293789
"175","JPN",2011,87.2,2712,87.4,27.9,51.2,7.3,101.3,2.008,1728,12.40152982
"176","JPN",2012,87.2,2740,88.6,27.5,54.3,7.2,104.4,2.038,1745,12.43377587
"177","JPN",2013,86.6,2726,87.7,27.1,52.9,7.4,102.3,2.035,1734,12.46534086
"178","JPN",2014,87.1,2720,87.1,27.4,34.5,7.1,94.3,2.037,1729,12.49538676
"179","JPN",2015,87.5,2701,86.2,27.1,33.8,7.2,93.9,2.148,1719,12.52690771
"180","JPN",2016,86.5,2695,85.7,27,34,7.2,92.5,2.012,1714,12.55893839
"181","KOR",2005,85.2,3102,87.6,38,76.1,9,215.8,1.251,1745.23048543689,12.60056003
"182","KOR",2006,87.1,3113,90.2,37.8,70.8,9.2,224.1,1.358,1745.23048543689,12.60894098
"183","KOR",2007,90.4,3139,91.1,36.5,79.9,9.3,215.1,1.358,1745.23048543689,12.61866973
"184","KOR",2008,92.6,3187,93.1,36.5,74.1,9.5,222.8,1.381,2228,12.63324912
"185","KOR",2009,97,3203,91.9,34.7,72.9,8.9,217.8,1.463,2174,12.64844398
"186","KOR",2010,100,3281,91.6,38.1,67.6,8.9,196.5,1.46,2163,12.67176724
"187","KOR",2011,102.7,3354,97.2,36.5,67.1,8.9,221.7,1.454,2136,12.67906847
"188","KOR",2012,105.2,3325,95.6,37.7,67.1,9,197.8,1.43,2119,12.6922246
"189","KOR",2013,102.3,3334,96.2,38.4,66.9,8.7,205.9,1.385,2106,12.69039705
"190","KOR",2014,104.5,3333,95.4,38.1,58.7,8.9,210.3,1.388,2076,12.69988518
"191","KOR",2015,106.1,3342,96.5,37.4,51.5,9.1,191.7,1.382,2083,12.69743548
"192","KOR",2016,105.4,3347,96.7,38.3,52.3,8.7,185.3,1.436,2068,12.71750807
"193","LUX",2005,151.9,3502,110.1,50.7,189.2,12.3,87.6,0.733,1550,14.73425625
"194","LUX",2006,146.6,3505,109.8,51.5,197.7,12.4,89.9,0.684,1552,14.72674652
"195","LUX",2007,145.1,3501,108.7,51.9,187.9,12.2,86.9,0.665,1566,14.72195206
"196","LUX",2008,146.2,3511,108.2,51.6,206.2,12,89,0.669,1567,14.70748286
"197","LUX",2009,143.8,3511,108.1,52.6,177.5,11.9,79,0.724,1517,14.69637678
"198","LUX",2010,140.3,3526,110.3,50.1,176.2,11.9,110.1,0.68,1517,14.6889219
"199","LUX",2011,137.6,3532,113.9,46.6,202.2,11.8,109.3,0.543,1515,14.69044949
"200","LUX",2012,140.3,3540,115.6,50.8,202.4,11.8,107.8,0.699,1508,14.7070882
"201","LUX",2013,141.8,3539,113.9,51.4,200.8,11.4,107.4,0.674,1503,14.70927826
"202","LUX",2014,138,3495,111.8,163.5,79.7,11.6,94.5,0.636,1506,14.71353565
"203","LUX",2015,139.8,3467,112.2,163.2,81.1,11.5,91.4,0.617,1514,14.72413017
"204","LUX",2016,140.1,3466,111.4,161.7,90.8,11.4,98.7,0.603,1512,14.72570704
"205","MEX",2005,90.9,3065,87.1,46.4,108.7,5,63.4,2.078,2105,11.15370793
"206","MEX",2006,89.2,3079,88,48.4,112.4,5.2,61.7,1.964,2067,11.13692304
"207","MEX",2007,91.1,3101,88.7,48.5,109.6,4.1,64.6,1.956,2045,11.11988299
"208","MEX",2008,91.1,3079,88.2,48.9,111.2,4,62,1.889,2105,11.10208355
"209","MEX",2009,89.8,3043,86.9,49.8,107.4,4.3,55,1.989,1973,11.08628977
"210","MEX",2010,90.6,3041,87.1,49.7,97.5,4,56.2,1.462,2150,11.06833036
"211","MEX",2011,92.9,3028,85.4,49,100.7,4,51.6,1.247,2121,11.07206726
"212","MEX",2012,91.4,3049,86.6,50.7,98.1,3.9,59.8,1.325,2120,11.07292889
"213","MEX",2013,93.6,3072,87.6,48.5,107.4,3.9,55.9,1.311,2136,11.07809051
"214","MEX",2014,96.6,3132,89.9,48.7,108.8,4,57.3,1.279,2134,11.08089485
"215","MEX",2015,97.8,3131,90,49.7,110.4,4.4,60.9,1.295,2140,11.08312545
"216","MEX",2016,99.7,3155,90.7,50.2,115,4.4,67,1.262,2146,11.08936071
"217","NLD",2005,140.1,3231,105.1,46.7,127,9.6,86.1,1.014,1434,17.08610619
"218","NLD",2006,132.4,3213,108.6,46.4,129.6,9.6,94.6,0.969,1430,17.10676427
"219","NLD",2007,131.6,3237,106,46.9,135,9.6,105.7,0.986,1429,17.12858488
"220","NLD",2008,132.7,3228,108,46,125.2,9.7,103.5,0.925,1429,17.13782713
"221","NLD",2009,127,3213,110.7,47.2,111.4,9.4,88.4,0.96,1420,17.16307435
"222","NLD",2010,125.1,3208,107.8,47.1,116.2,9.1,78.4,0.961,1420,17.17936504
"223","NLD",2011,122.5,3212,107,45.5,155.1,9,83.2,0.956,1420,17.04243358
"224","NLD",2012,124.3,3225,111.9,45.4,157.1,9.1,77.3,0.861,1411,16.91238688
"225","NLD",2013,125.6,3228,111.7,44.5,176.1,8.7,86.3,0.812,1415,16.78433388
"226","NLD",2014,126.7,3213,108.5,43.8,106.6,8.4,57.1,0.794,1426,16.6512098
"227","NLD",2015,128,3240,107.6,45.5,112.2,8.3,63.5,0.798,1426,16.52973601
"228","NLD",2016,130.2,3241,107.6,44.6,110.2,8.2,66.3,0.793,1437,16.40465228
"229","NZL",2005,118.9,3183,92.2,61.5,119.1,9.3,122.1,0.885,1815,17.93041724
"230","NZL",2006,118.5,3151,93.9,59,97,9.3,151.7,0.977,1795,17.86523584
"231","NZL",2007,121,3184,94.4,60.1,114.2,9.2,129.5,0.866,1774,17.7948182
"232","NZL",2008,120.9,3205,94.1,62.4,120.3,9.5,131.7,1.46221040723982,1761,17.73515811
"233","NZL",2009,116.2,3144,92,60.3,110.3,9.3,140.9,1.46221040723982,1740,17.65485225
"234","NZL",2010,118.5,3139,90.4,56.8,109,9.6,123.4,1.46221040723982,1755,17.5955804
"235","NZL",2011,119.7,3137,100.2,58.1,91.5,9.5,121.2,1.46221040723982,1746,17.59545762
"236","NZL",2012,116.8,3127,91.8,57.6,94,9.2,134,1.46221040723982,1734,17.5932481
"237","NZL",2013,116.1,3137,92.5,59.2,99,9.2,129.5,1.46221040723982,1756,17.59492395
"238","NZL",2014,114.3,3148,91.7,57.9,66.8,9.1,124.6,1.46221040723982,1758,17.57544318
"239","NZL",2015,113.5,3154,91.5,57.9,65.7,8.7,125.7,1.46221040723982,1753,17.56540626
"240","NZL",2016,114,3150,96,53.5,73.1,8.9,122.6,1.46221040723982,1754,17.55754352
"241","NOR",2005,156.6,3520,105.4,37.8,131.8,6.4,74.1,0.805,1405.9,15.27225604
"242","NOR",2006,149.2,3446,105,36.7,134.5,6.5,75.7,0.73,1399.3,15.26427241
"243","NOR",2007,148.3,3464,107.1,37.5,142.5,6.6,77.6,0.691,1405.6,15.24567192
"244","NOR",2008,147.2,3478,109.9,38.4,148,6.8,81.7,0.633,1406.6,15.22797092
"245","NOR",2009,147.3,3471,109.7,37.6,129,6.7,78.9,0.69,1387.1,15.23264222
"246","NOR",2010,149,3486,110,38.2,127.4,6.6,71.8,0.682,1395.1,15.21114449
"247","NOR",2011,150.4,3488,109.5,40.3,137.8,6.4,77.8,0.703,1399.9,15.23653306
"248","NOR",2012,150.2,3499,111,41.7,140.6,6.2,73.3,0.679,1396.3,15.27868649
"249","NOR",2013,149.2,3485,110.9,43.9,140.9,6.2,77.2,0.678,1386.7,15.30155959
"250","NOR",2014,143.4,3466,111.2,44.8,81.4,6.1,74.5,0.7,1389.5,15.33522946
"251","NOR",2015,142.1,3423,112.5,44.5,79.6,6,71.9,0.778,1391.9,15.35655243
"252","NOR",2016,142,3407,112.3,43.4,80.2,6,75.1,0.801,1394.7,15.39454288
"253","POL",2005,113.3,3370,98.7,43.6,51.2,9.1,114.9,1.728,1855,11.50376598
"254","POL",2006,112.4,3353,98.7,43.3,51.7,9.9,112.9,1.672,1850,11.50454041
"255","POL",2007,111.9,3364,99.6,43.6,45.3,10.3,127.2,1.559,1850,11.49970875
"256","POL",2008,112.2,3346,98,42.1,55.1,10.8,113.1,1.569,1846,11.49737561
"257","POL",2009,116.5,3418,100.7,43.5,54.7,10.2,126.1,1.619,1834,11.49946175
"258","POL",2010,117.2,3413,101.3,43.5,52.4,10,113.6,1.56,1831,11.49594019
"259","POL",2011,118.1,3443,102.3,43.7,53.9,10.3,129.4,1.507,1822,11.48725748
"260","POL",2012,117.8,3443,101.5,44.5,57.6,10.2,119.8,1.385,1822,11.48297904
"261","POL",2013,119.6,3451,101.5,44.4,60.2,10.8,107.7,1.392,1817,11.48401589
"262","POL",2014,119.2,3414,100.4,44.8,50.1,10.5,120.7,1.348,1822,11.47498762
"263","POL",2015,122.4,3373,100.9,40.9,59,10.5,105.3,1.357,1862,11.46140036
"264","POL",2016,123.9,3451,103.9,45.5,56.6,10.5,121.6,1.371,1831,11.45786229
"265","PRT",2005,136,3531,113.1,30.7,113.6,12,187.1,2.114,1750,16.18244676
"266","PRT",2006,136.5,3521,113.5,29.8,118.6,11.8,151.7,2.07,1739,16.18035742
"267","PRT",2007,139.5,3530,117.3,28.8,115.6,11.5,177.1,2.034,1755,16.17479583
"268","PRT",2008,143.8,3538,114.2,30.2,115,11.5,164.4,2.006,1743,16.15990173
"269","PRT",2009,142.3,3507,114.2,29,117.8,11.5,191.6,2.023,1743,16.15723393
"270","PRT",2010,139.9,3498,114,29.4,107.1,11.3,201.4,1.928,1746,16.14596114
"271","PRT",2011,139.8,3477,111.7,28.4,111,10.9,164.8,1.782,1724,16.12363362
"272","PRT",2012,142.1,3473,110.3,28.3,106.7,9.8,176.3,1.65,1708,16.09654758
"273","PRT",2013,140.3,3477,110.9,28.5,125.3,9.5,152.1,1.511,1718,16.07435282
"274","PRT",2014,133.2,3377,111.1,36.8,107.5,10.2,143.1,1.485,1725,16.06002051
"275","PRT",2015,138.1,3437,112.3,38,101.5,10.3,168.4,1.48,1732,16.04023956
"276","PRT",2016,134,3381,113.1,40.3,117.6,10.4,157.7,1.449,1737,16.02274308
"277","SVK",2005,101.3,2841,74.1,47.8,61,11,74.9,2.193,1769,11.62022563
"278","SVK",2006,104.9,2833,73.9,44.2,57.7,10.6,85.8,2.132,1774,11.61505988
"279","SVK",2007,101.1,2794,71.3,40.6,62.9,10.7,88.9,2.108,1791,11.61610967
"280","SVK",2008,97.3,2864,73.4,51.1,65.8,11.2,97.8,2.098,1793,11.60290728
